"ID","OFFICECODE","OFFICENAME","OFFICETYPEID","EMAIL","MOBILENO","TELEPHONENUMBER","WEBADDRESS","ISACTIVE","CREATEDDATE","CREATEDBY","MODIFIEDDATE","MODIFIEDBY","DELETEDBY","ISDELETED","PROFESSIONALTAX","DELETEDDATE","PARENTOFFICEID","DICOFFICETYPEID","BANKNAME","BANKACCOUNTNO","IFSCCODE","BRANCHNAME"
1647,"2340","KENDRIYA VIDYALAYA CISF JAIPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1648,"2350","KENDRIYA VIDYALAYA IIT JODHPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1649,"2353","KENDRIYA VIDYALAYA DHOLPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1650,"2375","KENDRIYA VIDYALAYA TINVARI",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1651,"2376","KENDRIYA VIDYALAYA PALI",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1652,"2411","KENDRIYA VIDYALAYA BANDIKUI",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1653,"2426","KENDRIYA VIDYALAYA PRATAPGARH",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1654,"1642","KENDRIYA VIDYALAYA NO.I (PRATAP NAGAR) UDAIPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1655,"1252","KENDRIYA VIDYALAYA GANGTOK",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1656,"1288","KENDRIYA VIDYALAYA NHPC SINGTAM",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1657,"1759","KENDRIYA VIDYALAYA NO.I ARAKKONAM",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1658,"1760","KENDRIYA VIDYALAYA CISF NO.II ARAKKONAM",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1659,"1761","KENDRIYA VIDYALAYA ARUVANKADU",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1660,"1762","KENDRIYA VIDYALAYA HPF OOTACAMUND",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1661,"1763","KENDRIYA VIDYALAYA WELLINGTON",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1662,"1766","KENDRIYA VIDYALAYA CLRI CHENNAI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1663,"1767","KENDRIYA VIDYALAYA ANNA NAGAR CHENNAI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1664,"1768","KENDRIYA VIDYALAYA K.K. NAGAR ASHOK NAGAR",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1665,"1769","KENDRIYA VIDYALAYA AFS AVADI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1666,"1770","KENDRIYA VIDYALAYA CRPF AVADI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1667,"1771","KENDRIYA VIDYALAYA HVF AVADI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1668,"1772","KENDRIYA VIDYALAYA OCF AVADI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1669,"1773","KENDRIAYA VIDYALAYA DGI COMPLEX",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1670,"1774","KENDRIYA VIDYALAYA GILL NAGAR CHENNAI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1671,"1775","KENDRIYA VIDYALAYA IIT CHENNAI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1672,"1776","KENDRIYA VIDYALAYA ISLAND GROUNDS",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1673,"1777","KENDRIYA VIDYALAYA MINAMBAKKAM",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1674,"1778","KENDRIYA VIDYALAYA AFS NO.I TAMBARAM",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1675,"1779","KENDRIYA VIDYALAYA NO. II TAMBARAM",,"testmail@test.com","","","",1,,"",10-FEB-25,"24483","",0,"200",,1777,6,"Andhra bank","1003840240252","UBI0024509","Madambakkam"
1676,"1786","KENDRIYA VIDYALAYA COIMBATORE",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1677,"1787","KENDRIYA VIDYALAYA SULUR",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1678,"1788","KEDRIYA VIDYALAYA NO.I KALPAKKAM",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1679,"1789","KENDRIYA VIDYALAYA NO II KALPAKKAM",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1680,"2111","KENDRIYA VIDYALAYA NADIA (RANAGHAT)",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1681,"2115","KENDRIYA VIDYALAYA RAMBI (TEESTA LOW DAM PROJECT-III)",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1682,"2178","KENDRIYA VIDYALAYA BSF KRISHNA NAGAR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1683,"2179","KENDRIYA VIDYALAYA BSF RANINAGAR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1684,"2180","KENDRIYA VIDYALAYA BSF GANDHINAGAR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1685,"2181","KENDRIYA VIDYALAYA TARKESWAR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1686,"2182","KENDRIYA VIDYALAYA BOLPUR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1687,"2183","KENDRIYA VIDYALAYA BSF ARADHPUR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1688,"2184","KENDRIYA VIDYALAYA BSF BAIKUNTHPUR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1689,"2338","KENDRIYA VIDYALAYA BANDEL RAILWAY COLONY",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1690,"2368","KV RAILWAY COLONY KHARAGPUR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1691,"2415","KENDRIYA VIDYALAYA NFR NEW JALPAIGURI",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1692,"2419","KENDRIYA VIDYALAYA GC CRPF SILIGURI",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1693,"1487","KENDRIYA VIDYALAYA TEHRAN",,"","","","",1,,"",,"","",0,"",,,6,"","","",""
1694,"1897","KENDRIYA VIDYALAYA KATHMANDU",,"","","","",1,,"",,"","",0,"",,,6,"","","",""
1695,"1898","KENDRIYA VIDYALAYA MOSCOW",,"","","","",1,,"",,"","",0,"",,,6,"","","",""
1696,"1036","KENDRIYA VIDYALAYA RAJKOT",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
1697,"2447","Kendriya Vidyalaya Central University of Punjab",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1698,"2446","Kendriya Vidyalaya National Inatitute of Technology (NIT) Arunachal Pradesh",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1699,"2448","KENDRIYA VIDYALAYA NIT Rourkela",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1700,"2449","KENDRIYA VIDYALAYA 205 CB CRPF BARACHATTI",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
1701,"2450","KENDRIYA VIDYALAYA IIT TIRUPATI",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
1771,"5001","AGRA",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1772,"5002","AHMEDABAD",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1773,"5003","BENGALURU",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1774,"5004","BHOPAL",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1775,"5005","BHUBANESWAR",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1776,"5006","CHANDIGARH",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1777,"5007","CHENNAI",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1778,"5008","DEHRADUN",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1779,"5009","DELHI",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1780,"5010","ERNAKULAM",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1781,"5011","GURUGRAM",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1782,"5012","GUWAHATI",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1783,"5013","HYDERABAD",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1784,"5014","JABALPUR",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1785,"5015","JAIPUR",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1786,"5016","JAMMU",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1787,"5017","KOLKATA",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1788,"5018","LUCKNOW",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1789,"5019","MUMBAI",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1790,"5020","PATNA",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1791,"5021","RAIPUR",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1792,"5022","RANCHI",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1793,"5023","SILCHAR",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1794,"5024","TINSUKIA",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1795,"5025","VARANASI",,"","","","",1,,"",,"","",0,"",,184,5,"","","",""
1823,"TEST","MNmN",0,"SFDF@gmail.com","2323233666","2323236565","2sdsfd",1,07-FEB-25,"Tejasvi",10-FEB-25,"EMP00849","",0,"2323",,184,5,"sdd","23233ff","12df","jhhjhjhv"
1861,"Test New Office","New Test Office",,"sagar.joshi@neosoftmail.com","9999999999","","",1,12-FEB-25,"83845",,"","",0,"200",,184,5,"NSK RD","22222222222222","SBIN0016094","Nasik road"
886,"1305","KENDRIYA VIDYALAYA SECTOR- 47 CHANDIGARH",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
887,"1574","KENDRIYA VIDYALAYA (SECL) NO.III KORBA",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
888,"1542","KENDRIYA VIDYALAYA AMBIKA PUR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
889,"1543","KENDRIYA VIDYALAYA (BIOP)BACHELI",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
890,"1544","KENDRIYA VIDYALAYA (SECL)BAIKUNTPUR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
891,"1546","KENDRIYA VIDYALAYA BHILAI",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
892,"1547","KENDRIYA VIDYALAYA DURG",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
893,"1578","KENDRIYA VIDYALAYA MANENDRAGARH",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
894,"1548","KENDRIYA VIDYALAYA BILASPUR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
895,"1550","KENDRIYA VIDYALAYA (SECL)CHIRI MIRI",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
896,"1552","KENDRIYA VIDYALAYA DANTEWADA",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
897,"1555","KENDRIYA VIDYALAYA DUNGARGARH",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
898,"1564","KENDRIYA VIDYALAYA JAGDALPUR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
899,"1566","KENDRIYA VIDYALAYA JASHPUR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
900,"1568","KENDRIYA VIDYALAYA (SECL) JHAGRAKHAND",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
901,"1571","KENDRIYA VIDYALAYA (BIOP) KIRANDUL",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
902,"1573","KENDRIYA VIDYALAYA No II (NTPC) KORBA",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
903,"1575","KENDRIYA VIDYALAYA (NTPC)(BCPP) NO.IV KORBA",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
904,"1576","KENDRIYA VIDYALAYA MAHASUMAND",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
905,"1581","KENDRIYA VIDYALAYA RAIGARH",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
906,"1582","KENDRIYA VIDYALAY NO I RAIPUR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
907,"1583","KENDRIYA VIDYALAYA NO. II RAIPUR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
908,"2080","KENDRIYA VIDYALAYA DHAMTARI",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
909,"2081","KENDRIYA VIDYALAYA KANKER",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
910,"2152","KENDRIYA VIDYALAYA KHAIRAGARH",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
911,"2236","KENDRIYA VIDYALAYA CISF BHILAI",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
912,"2264","KENDRIYA VIDYALAYA RAJNANDGAON",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
913,"2288","KENDRIYA VIDYALAYA JANJGIR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
914,"2313","KENDRIYA VIDYALAYA NARAYANPUR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
915,"2351","KENDRIYA VIDYALAYA BIJAPUR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
916,"2352","KENDRIYA VIDYALAYA SUKMA",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
917,"2357","KENDRIYA VIDYALAYA NAYA RAIPUR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
918,"2364","KENDRIYA VIDYALAYA KHURUD",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
919,"2365","KENDRIYA VIDYALAYA SARAIPALLI",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
920,"2369","KENDRIYA VIDYALAYA MAHARAJPUR KAWARDHA",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
921,"2396","KENDRIYA VIDYALAYA CRPF BILASPUR",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
922,"2423","KENDRIYA VIDYALAYA KONDAGAON",,"","","","",1,,"",,"","",0,"",,1791,6,"","","",""
923,"1017","KENDRIYA VIDYALAYA DIU",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
924,"1790","KENDRIYA VIDYALAYA CECRI KARAIKUDI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
925,"1794","KENDRIYA VIDYALAYA NO I MADURAI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
926,"1796","KENDRIYA VIDYALAYA MANDAPAM CAMP",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
927,"1803","KENDRIYA VIDYALAYA NO.I TIRUCHIRAPALLI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
928,"1804","KENDRIYA VIDYALAYA NO.II HAPP TRICHY-25",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
929,"1809","KENDRIYA VIDYALAYA INS VIJAYANARAYANAM",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
930,"1936","KENDRIYA VIDYALAYA NO II MADURAI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
931,"1937","KENDRIYA VIDYALAYA RAMESWARAM",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
932,"2096","KENDRIYA VIDYALAYA THIRUVANNAMALAI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
933,"2107","KENDRIYA VIDYALAYA SIVAGANGA",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
934,"2108","KENDRIYA VIDYALAYA AFS THANJAVUR",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
935,"2121","KENDRIYA VIDYALAYA DHARMAPURI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
936,"2127","KENDRIYA VIDYALAYA GANDHIGRAM",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
937,"2148","KENDRIYA VIDYALAYA NAGARCOIL",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
938,"2192","KENDRIYA VIDYALAYA VIRUDUNAGAR",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
939,"2193","KENDRIYA VIDYALAYA PERAMBALUR",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
940,"2259","KENDRIYA VIDYALAYA NEYVELI LIGNITE CORPORATION",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
941,"2280","KENDRIYA VIDYALAYA CENTRAL UNIVERSITY OF TAMILNADU",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
942,"2319","KENDRIYA VIDYALAYA GOLDEN ROCK",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
943,"2413","KENDRIYA VIDYALAYA UDUMALPET",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
944,"2432","KENDRIYA VIDYALAYA IDAYAPATTI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
945,"2434","KENDRIYA VIDYALAYA ITBP ILLUPPAIKUDI SIVAGANGAI",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
946,"1503","KENDRIYA VIDYALAYA GHATKESAR NUCLEAR FUEL COMPLEX.",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
947,"1507","KENDRIYA VIDYALAYA GACHIBAWLI",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
948,"1508","KENDRIYA VIDYALAYA (AFS) BEGUMPET",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
949,"1509","KENDRIYA VIDYALAYA CRPF GC BARKAS",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
950,"1510","KENDRIYA VIDYALAYA (AFA) NO.I DUNDIGAL",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
951,"1511","KENDRIYA VIDYALAYA No II DUNDIGAL",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
952,"1512","KENDRIYA VIDYALAYA No I GOLCONDA",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
953,"1513","KENDRIYA VIDYALAYA NO.II GOLCONDA",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
954,"1514","KENDRIYA VIDYALAYA (DRDO)KANCHAN BAGH",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
955,"1515","KENDRIYA VIDYALAYA (NPA) SVP",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
956,"1516","KENDRIYA VIDYALAYA (SOI) NO.I UPPAL",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
957,"1517","KENDRIYA VIDYALAYA UPPAL NO.II(SOI)",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
958,"1518","KENDRIYA VIDYALAYA SECUNDERABAD. BOLARUM",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
959,"1519","KENDRIYA VIDYALAYA SECUNDERABAD. BOWENPALLY",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
960,"1520","KENDRIYA VIDYALAYA(AFS) HAKIMPET SECUNDERABAD",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
961,"1521","KENDRIYA VIDYALAYA PICKET SECUNDERABAD",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
962,"1522","KENDRIYA VIDYALAYA TRIMULGHERY SECUNDERABAD",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
963,"1525","KENDRIYA VIDYALAYA (OF) MEDAK",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
964,"1527","KENDRIYA VIDYALAYA (NTPC) RAMAGUNDAM",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
965,"2008","KENDRIYA VIDYALAYA ADILABAD",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
966,"2078","KENDRIYA VIDYALAYA KHAMMAM",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
967,"2079","KENDRIYA VIDYALAYA WARANGAL",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
968,"2153","KENDRIYA VIDYALAYA MAHABUBNAGAR",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
969,"2247","KENDRIYA VIDYALAYA KARIM NAGAR",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
970,"2279","KENDRIYA VIDYALAYA HYDERABAD (CU)",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
971,"2293","KENDRIYA VIDYALAYA MAHABUBABAD",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
972,"2305","KENDRIYA VIDYALAYA SIRCILLA",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
973,"2308","KENDRIYA VIDYALAYA BODHAN TOWN",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
974,"2309","KENDRIYA VIDYALAYA JHARASANGAM MEDAK",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
975,"2329","KENDRIYA VIDYALAYA MANCHERIAL",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
976,"2373","KENDRIYA VIDYALAYA BHONGIR",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
977,"2379","KENDRIYA VIDYALAYA NIZAMABAD",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
978,"2388","KENDRIYA VIDYALAYA SIDDIPET",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
979,"2155","KENDRIYA VIDYALAYA NALGONDA",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
980,"2287","KENDRIYA VIDYALAYA MIRYALAGUDA",,"","","","",1,,"",,"","",0,"",,1783,6,"","","",""
981,"1854","KENDRIYA VIDYALAYA (KUNJBAN)NO.I AGARTALA",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
982,"1855","KENDRIYA VIDYALAYA (ONGC) NO.II AGARTALA",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
983,"1857","KENDRIYA VIDYALAYA (BSF) BAGAFA",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
984,"1874","KENDRIYA VIDYALAYA KAILASHAHAR",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
985,"1883","KENDRIYA VIDYALAYA (BSF) PANISAGAR",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
986,"2094","KENDRIYA VIDYALAYA DHALAI",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
987,"2206","KENDRIYA VIDYALAYA NIT AGARTALA",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
988,"2207","KENDRIYA VIDYALAYA GC CRPF AGARTALA",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
989,"2208","KENDRIYA VIDYALAYA BSF TALIAMURA. KHASIAMANGAL",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
990,"2440","KENDRIYA VIDYALAYA BSF GOKULNAGAR",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
991,"1357","KENDRIYA VIDYALAYA AFS CHANDI NAGAR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
992,"1379","KENDRIYA VIDYALAYA DL MEERUT CANTT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
993,"1380","KENDRIYA VIDYALAYA PL MEERUT CANTT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
994,"1381","KENDRIYA VIDYALAYA SL MEERUT CANTT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
995,"1382","KENDRIYA VIDYALAYA NO. I MORADABAD",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
996,"1385","KENDRIYA VIDYALAYA MUZAFFAR NAGAR",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
997,"1390","KENDRIYA VIDYALAYA CRPF RAMPUR",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
998,"1395","KENDRIYA VIDYALAYA AFS SARSAWA",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
999,"1400","KENDRIYA VIDYALAYA BABUGARH CANTT.",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1000,"1402","KENDRIYA VIDYALAYA NTPC DADRI",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1001,"1421","KENDRIYA VIDYALAYA NO.I HINDON",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1002,"1422","KENDRIYA VIDYALAYA NO.II HINDON",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1003,"1431","KENDRIYA VIDYALAYA NOIDA",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1004,"1452","KENDRIYA VIDYALAYA GHAZIABAD",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1005,"1453","KENDRIYA VIDYALAYA GREATER NOIDA",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1006,"1455","KENDRIYA VIDYALAYA MURAD NAGAR",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1007,"1704","KENDRIYA VIDYALAYA (AFS) NO.I AGRA CANTT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1008,"1705","KENDRIYA VIDYALAYA NO.II AGRA CANTT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1009,"1706","KENDRIYA VIDYALAYA NO.III AGRA CANTT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1010,"1707","KENDRIYA VIDYALAYA ALIGARH",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1011,"1716","KENDRIYA VIDYALAYA BABINA CANTT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1012,"1721","KENDRIYA VIDYALAYA BULANDSHAHAR",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1013,"1726","KENDRIYA VIDYALAYA OEF HAZARATPUR",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1014,"1728","KENDRIYA VIDYALAYA NO. I JHANSI CANTT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1015,"1729","KENDRIYA VIDYALAYA NO. II JHANSI CANTT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1016,"1730","KENDRIYA VIDYALAYA NO. III JHANSI CANTT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1017,"1750","KENDRIYA VIDYALAYA MRP MATHURA",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1018,"1751","KENDRIYA VIDYALAYA MATHURA BAAD",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1019,"1752","KENDRIYA VIDYALAYA MATHURA CANTT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1020,"1756","KENDRIYA VIDYALAYA TALBEHAT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1021,"2186","KENDRIYA VIDYALAYA ETAH",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1022,"2187","KENDRIYA VIDYALAYA MAHOBA",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1023,"2188","KENDRIYA VIDYALAYA HATHRAS",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1024,"2256","KENDRIYA VIDYALAYA ETAWA",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
